URL,Trends,Source
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"There are plenty of '90s things to take note of in the fashion space for spring, and ballet shoes just happen to be one of them. I'm always surprised at just how divisive these shoes prove to be, but make no mistake, in terms of spring/summer 2023 footwear, this is the only shoe that matters; at least, it was to designers. Thom Browne and Tod's lean into the saccharine sweetness of pastel satin, while Simone Rocha's rust metallic iteration presents a sleek ballet/Mary Jane flat shoe hybrid.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Although they've been cropping up on runways and amongst the street style set for a few seasons now, it's clear that, for S/S 23, ballet flats are back in a big way—and I'm okay with it. Yes, it makes sense to save these precious shoes for a day when no rain is forecast, but the elegance they lend to any outfit makes those limitations completely worth it. This season sees classic leather put on the back burner (although, they'll always be chic) in place of luxurious satin and printed fabric styles, which promise to lend their French-girl appeal to any jeans or dress outfit you're looking to freshen up for the months ahead, says Emily Dawes, affiliate editor at Who What Wear UK.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Sport holds a huge influence over fashion; you need only think of the tennis skirt or the cricket jumper to confirm this. However, just when I thought we'd seen every athleisure trend there was, along comes motocross. It's hard to pinpoint where this aesthetic might have come from; avid Spotify listeners and pop-culture vultures may be familiar with Spanish singer Rosalía's hit album Motomami, which was released in early 2022. From there, we have sightings of both Bella and Gigi Hadid in what is best described as Formula 1 apparel over the summer. Now, it's time to grab your colour-block leathers, boilersuits and checkerboard boots and to start your engines…",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"If, however, the idea of a yellow all-in-one feels somewhat daunting, there is an easy way to tap into the motocross energy. ""The moto jacket is on our S/S 23 wish list following the vintage-inspired options that walked the runway this season,"" says Page.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Leather jackets are leading the nouveau grunge trend, with Masha Popova, Knwls and Gucci bringing strong seasonal updates,"" says Gramston. See? Easy!",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""We saw a complete shift away from the high-octane glamour that has dominated the space for the past few seasons to a more understated approach that embraces nudity in a subtle and chic way, which was a consistent theme throughout the shows. We have seen customers’ appetite for this mood during Fashion Month, with searches for 'sheer tops' increasing by 600% compared to the previous month. Saint Laurent owned this trend by showing 10 revealing dresses on the runway, and Valentino paired nude bodysuits with bright pop colours. We also saw a 400% increase in searches for transparent heels during Fashion Month and have heavily backed this moment by investing in 18 see-through styles for the upcoming season,"" says Page. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"With this nuanced approach to designing with translucent fabrics comes a better understanding of where to reveal and, in tandem, where to conceal. ACNE Studios' sheer gown worn over jeans with subtle slouch showcases just how versatile this trend can truly be, while Fe Noel's sheer sequin maxi dress complete with long sleeves finished with brilliant feathered cuffs presents another way to interpret this idea.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Sheer fashion dominated the trends conversations for S/S 23 as seen at Simone Rocha, Christopher Kane, Rick Owens and Molly Goddard. We loved Molly Goddard's romantic take on the trend, featuring her signature ruffle details on sheer orange midi dresses,"" says Wiggins.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"I'm going to make a bold claim: Jewellery is the most impactful way to update your look. Whatever the outfit (or season, for that matter!), jewellery presents an accessible way to make your existing wares feel more current, and new for spring is a piece that will make your basic tops and shirts feel significantly fresher. Long, drop-like earrings that reached the shoulder were easily the most prevalent jewellery trend out there and came in various guises. From boho threads to polished pearls, I very much enjoyed watching these earrings flick in time to the model's walk. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"I'm not one for necklaces, statement rings or wrist stacks, but earrings? Earrings I can get on board with. In my opinion, nothing sets an outfit off better than a shoulder-skimming pair. Fortunately, it was this particular accessory that so many designers used to elevate their designs for S/S 23. Whether you opt for an elegant bejewelled drop like Magda Butrym, Ralph Lauren and Nensi Dojaka, or a more extravagant pair like those seen at Louis Vuitton or Tory Burch, it's time to give your plain gold hoops a rest and go big for the season ahead, says Dawes.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Last season, minis and maxis reigned supreme, but now, it would appear that designers are looking to fill the space in between, and a train is, evidently, the most fabulous way to do so. Jaws dropped when Huishan Zhang's bubblegum shift made its way down the runway. Without a doubt, it was one of my favourite looks from the entirety of Fashion Month. ",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""If there's one dress update you consider for 2023, it's this: a dress with a train. Yes, you read that right. Formerly reserved for brides or the red carpet, trains are big news for spring/summer thanks to designers like Bally and Victoria Beckham, who showcased everything from minis to maxis with cascading details. Choose an ice-cream shade (I was particularly taken with the pistachio at ACNE and soft orange sorbet at Giambattista Valli) and a slinky material for maximum impact before adding polished accessories. I can't wait to dip my toe into this trend ahead of wedding season and will be choosing a style with an interesting neckline to keep things on the contemporary side,"" says Poppy Nash, managing editor at Who What Wear UK.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"If lime green isn't your vibe, rest assured there was another bold hue that practically jumped off the runway and my screen, which was evident from the moment I began this lengthy research process. Striking red ensembles, where shades of saffron were styled top to toe, were present in the form of tights and tuxedos at Ferragamo, sharp tailoring at Alexander McQueen, impressive fringing at Bottega Veneta and tube dresses and leggings at Alaïa.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""As someone who can clearly (not fondly) remember their first bra fitting, which resulted in the teary-eyed purchase of what could only be described at the time as 'over-shoulder boulder holders,' it's surprising that I'd now find myself backing this brassiere-revealing trend. Or perhaps that's the point! Lingerie styles for big (and small) cups have improved vastly over the past 10 years, so why not celebrate it?"" says Almassi.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""Combine this design shift with the fact that we're moving into a fifth wave of feminism where many predisposed notions and ideologies tied up with previous movements are being flipped on their head, and this is less burn-the-bra and more for-goodness-sake-what-does-it-matter-if-I-show-my-bra? Maybe it's that I'm getting older and giving less of a damn, perhaps it's the ongoing body confidence messaging I see on social media, or maybe it's that we should all be allowed to wear what we want, when we want. Whatever the reason, I'm into it,"" adds Almassi.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"Thought party season ended at the stroke of midnight on December 31? Think again! The spring/summer runways bear a striking resemblance to all of my favourite coming-of-age movies from the '80s—Sixteen Candles, Pretty in Pink… basically anything starring Molly Ringwald. Between frothy fabrications, high-shine lamé, lashings of leopard print, and the glorious return of the puffball hemline, this season invites you to play dress-up and not take yourself too seriously in the process.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
https://www.whowhatwear.com/spring-summer-2023-fashion-trends/,"""This season, we saw the revival of the bubble skirt. Styled with printed snakeskin and powerful shoulders at Khaite, longer versions at Proenza Schouler reimagined with a low-waist silhouette and Simone Rocha's metallic mini bubble; these were all highlights,"" says Wiggins.",Spring/Summer 2023 Fashion Trends: 21 Expert-Approved Looks You Need to See
